"annotation_id","annotator","created_at","id","img","kp-1","lead_time","updated_at"
32,"1","2025-11-06T09:54:32.541127Z",32,"/data/upload/1/7643eb47-383_Color.png","[{""x"":33.938146703636804,""y"":69.55857223094529,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":12.352965275270103,""y"":26.111893045686084,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":48.37161139368924,""y"":17.407928697124053,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":49.15179867423262,""y"":17.919926599980645,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":13.133152555813476,""y"":27.355316524052082,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":21.7152126417906,""y"":37.52213202363294,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":82.30975809732605,""y"":48.71294332892697,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",27.355,"2025-11-06T09:54:32.541147Z"
33,"1","2025-11-06T09:54:54.109867Z",33,"/data/upload/1/02aa1de9-384_Color.png","[{""x"":60.58414295846155,""y"":64.35194121444879,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":23.547352438933295,""y"":35.67601387104718,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":21.65409797148137,""y"":24.16118103580247,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":50.762885408554695,""y"":17.77144720815223,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":56.442648810910455,""y"":16.63993184283917,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":24.37565126844351,""y"":33.3464234130497,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":27.57051818226863,""y"":20.500396030377857,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":75.73017869807693,""y"":46.85804806943511,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",21.193,"2025-11-06T09:54:54.109889Z"
34,"1","2025-11-06T09:55:49.014931Z",34,"/data/upload/1/401b1518-385_Color.png","[{""x"":70.99704252944711,""y"":63.71597286552897,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":19.104585972280073,""y"":27.68164485774089,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":57.51380593749237,""y"":17.329159788992268,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":28.506842942930998,""y"":36.402488258045445,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":33.207971428256464,""y"":34.5457925663677,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":86.22069690107551,""y"":50.18704718110747,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",54.475,"2025-11-06T09:55:49.014950Z"
35,"1","2025-11-06T12:24:27.824407Z",35,"/data/upload/1/d2c3c037-386_Color.png","[{""x"":35.72286083074061,""y"":68.67421115066783,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":18.4659711371213,""y"":27.86771243247567,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":56.16732887541062,""y"":17.8064721679384,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":53.529332998679,""y"":17.93012822466019,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":20.444468044670007,""y"":24.54572725927619,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":23.412213405993075,""y"":35.6129443358768,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":84.96545052973075,""y"":49.215110575274174,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",31.209,"2025-11-06T12:24:27.824432Z"
36,"1","2025-11-06T12:25:00.705682Z",36,"/data/upload/1/c0f03fa0-387_Color.png","[{""x"":35.75858369157135,""y"":68.83585061978441,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":29.126991806952663,""y"":37.238265757777725,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":18.5944635196171,""y"":27.80287583370629,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":56.17348419912299,""y"":17.782345449227314,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":53.57285993064508,""y"":17.70920289167637,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":20.804994147823333,""y"":24.292033071261095,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":23.66568084314904,""y"":35.62912949165702,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":85.04041357922787,""y"":49.30678775368306,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",24.986,"2025-11-06T12:25:00.705703Z"
37,"1","2025-11-06T12:25:46.202887Z",37,"/data/upload/1/ee1e6fcc-388_Color.png","[{""x"":35.49852126472357,""y"":68.9052921639233,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":27.925503394915868,""y"":35.3432152341904,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":18.577559461871996,""y"":27.955085495969804,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":56.20599200247896,""y"":17.77144720815223,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":78.92504561190202,""y"":19.901358484035647,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":97.85759028642128,""y"":33.3464234130497,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":83.30319656788461,""y"":37.53968623744517,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":28.990459032857572,""y"":59.50439626999287,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",41.504,"2025-11-06T12:25:46.202909Z"
38,"1","2025-11-06T12:26:33.060049Z",38,"/data/upload/1/f14fe304-389_Color.png","[{""x"":33.13195318040865,""y"":68.65891877306869,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":29.67312290333302,""y"":36.30065131253222,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":21.11706906004068,""y"":27.289488222256235,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":60.07442060183986,""y"":18.58552387369421,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":57.889896216318405,""y"":19.302320937693434,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":29.035969957555928,""y"":22.067109613119023,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":26.39633632505085,""y"":32.921465153678724,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":76.82244089083764,""y"":49.510197206232235,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",36.876,"2025-11-06T12:26:33.060068Z"
39,"1","2025-11-06T12:26:57.648849Z",39,"/data/upload/1/d6f8c58c-390_Color.png","[{""x"":33.31399687920212,""y"":68.789631837668,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":29.946188451523202,""y"":36.30065131253221,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":21.29911275883413,""y"":27.340688012541893,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":60.165442451236586,""y"":18.739123244551184,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":57.889896216318405,""y"":19.251121147407773,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":28.85392625876248,""y"":22.11830940340468,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":28.48983886117557,""y"":33.48466284682097,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":76.54937534264745,""y"":49.40779762566091,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",24.212,"2025-11-06T12:26:57.648878Z"
40,"1","2025-11-06T12:27:29.726291Z",40,"/data/upload/1/52c0405d-391_Color.png","[{""x"":33.25028158462441,""y"":68.81809892106682,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":29.70042945815204,""y"":36.408170872132104,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":20.9441275461869,""y"":27.356047949627595,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":60.2291577458143,""y"":18.63672366397987,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":57.980918065715144,""y"":19.169201482950722,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":28.753802224426085,""y"":21.964710032547703,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":27.097204565405647,""y"":33.013624776192906,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":29.70042945815204,""y"":67.15876491769889,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",31.687,"2025-11-06T12:27:29.726310Z"
41,"1","2025-11-06T12:28:16.827385Z",41,"/data/upload/1/695831d5-392_Color.png","[{""x"":32.40377838523483,""y"":69.11971688563963,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":29.67312290333302,""y"":36.40305089310353,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":21.663200156421038,""y"":27.18708864168492,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":61.53077019218749,""y"":19.45592030855041,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":59.5282895054595,""y"":20.07031779197832,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":29.400057355142838,""y"":22.067109613119023,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":28.12575146358866,""y"":33.33106347596399,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":28.944948108159203,""y"":67.32772422564156,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",46.724,"2025-11-06T12:28:16.827413Z"
42,"1","2025-11-06T12:29:11.902002Z",42,"/data/upload/1/f53df398-393_Color.png","[{""x"":65.80879711383366,""y"":18.739123244551184,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":61.803835740377664,""y"":18.8415228251225,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":23.028527897371948,""y"":27.49428738339887,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":30.58334139730029,""y"":36.86384900567447,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":38.22917674662536,""y"":69.99011332049582,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",54.712,"2025-11-06T12:29:11.902021Z"
43,"1","2025-11-06T12:29:29.486097Z",43,"/data/upload/1/317c04ed-394_Color.png","[{""x"":32.1853259466827,""y"":66.8785484654655,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":35.6168496689393,""y"":31.815549683508493,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":38.2200745616857,""y"":22.8965462157467,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":69.1037880619952,""y"":19.368880665064793,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":85.19645103533652,""y"":20.36727657563514,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":46.26640604835637,""y"":21.765030850433632,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":46.02974923992488,""y"":30.48435513608136,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":35.73517807315505,""y"":65.89413009764311,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",17.229,"2025-11-06T12:29:29.486123Z"
44,"1","2025-11-06T12:29:59.468837Z",44,"/data/upload/1/129ab6f4-395_Color.png","[{""x"":34.07739713009246,""y"":67.30785870701072,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":69.69543008307392,""y"":18.96952230083665,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":67.80217561562199,""y"":18.96952230083665,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":30.883713500309497,""y"":23.162785125232123,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":30.883713500309497,""y"":32.21490804773663,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":71.2336993378786,""y"":53.44746107919942,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",29.57,"2025-11-06T12:29:59.468857Z"
45,"1","2025-11-06T12:30:25.892838Z",45,"/data/upload/1/979cd379-396_Color.png","[{""x"":33.4869383930559,""y"":67.50021631911396,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":37.15511892374399,""y"":32.547706684593415,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":39.166701795411655,""y"":23.362464307346194,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":69.87677361379508,""y"":19.36376068603623,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":82.47979891488035,""y"":20.112065313288166,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":42.430185180320464,""y"":20.899754394605996,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":43.410420481515985,""y"":32.16370825745097,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":45.93102554173303,""y"":63.33020213795355,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",26.058,"2025-11-06T12:30:25.892857Z"
46,"1","2025-11-06T12:30:50.820318Z",46,"/data/upload/1/3b39f461-397_Color.png","[{""x"":35.428504457495315,""y"":68.03618360071505,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":38.78931120445137,""y"":23.276212352941883,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":69.45667277042556,""y"":19.219613584155056,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":54.47307602357972,""y"":20.794991746790718,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":20.51492451787771,""y"":29.420187187220957,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":28.70689096358314,""y"":40.644756596000036,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":82.33976530042384,""y"":53.48408862148067,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",24.509,"2025-11-06T12:30:50.820338Z"
47,"1","2025-11-06T12:31:09.952264Z",47,"/data/upload/1/0b9bbb7f-398_Color.png","[{""x"":34.95239016834319,""y"":68.35172003135472,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":31.038450644283934,""y"":32.87026536339307,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":42.41618181887481,""y"":23.55190353140313,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":63.44222902951876,""y"":18.63672366397987,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":78.82492157756563,""y"":19.148721566836457,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":43.96355325861917,""y"":23.756702692545765,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":48.423623879058795,""y"":34.406259071962836,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":50.33508271639007,""y"":64.15333722793069,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",18.791,"2025-11-06T12:31:09.952283Z"
48,"1","2025-11-06T12:31:31.762204Z",48,"/data/upload/1/825c3dd3-399_Color.png","[{""x"":31.31151619247411,""y"":33.02386473425004,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":42.59822551766826,""y"":23.65430311197445,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":62.89609793313841,""y"":18.12472576112328,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":83.01192664981508,""y"":19.660719469693046,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":52.06449785492788,""y"":33.22866389539268,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":38.32019859602209,""y"":64.9213340822156,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280}]",21.45,"2025-11-06T12:31:31.762224Z"
49,"1","2025-11-06T12:31:52.556665Z",49,"/data/upload/1/4ebf7cc8-400_Color.png","[{""x"":31.507563252713222,""y"":33.11326744497961,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":42.57021879477697,""y"":23.54284510696798,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":63.08514331265468,""y"":18.10779044587495,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":82.33976530042385,""y"":18.856095073126887,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":45.02080704776578,""y"":24.015458555758677,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":51.81243734890617,""y"":35.515719142999,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":40.3296809634729,""y"":63.36958659201946,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",20.423,"2025-11-06T12:31:52.556686Z"
50,"1","2025-11-06T12:32:12.341291Z",50,"/data/upload/1/e198d031-401_Color.png","[{""x"":31.31151619247411,""y"":33.0750645245357,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":42.59822551766826,""y"":23.55190353140313,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":63.715294577708946,""y"":18.63672366397987,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":83.55805774619543,""y"":20.88951443654886,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":45.966033945347164,""y"":23.44950395083181,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":50.15303901759661,""y"":35.635054038818645,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":29.582101053936295,""y"":64.05093764735938,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",19.413,"2025-11-06T12:32:12.341311Z"
51,"1","2025-11-06T12:33:03.204923Z",51,"/data/upload/1/ec5a9d2e-402_Color.png","[{""x"":32.58582208402829,""y"":33.22866389539267,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":33.76910612618575,""y"":23.705502902260108,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":64.2614256740893,""y"":18.38072471255157,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":69.35864924030601,""y"":18.687923454265526,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":32.85888763221846,""y"":25.651094933115147,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":39.95859188516318,""y"":35.89105299024695,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":33.13195318040865,""y"":65.68933093650047,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",50.512,"2025-11-06T12:33:03.204944Z"
52,"1","2025-11-06T12:33:20.584520Z",52,"/data/upload/1/ecda10a0-403_Color.png","[{""x"":66.08186266202385,""y"":18.790323034836845,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":75.0020039029031,""y"":18.94392240569382,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":36.317717909294096,""y"":27.187088641684916,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":43.0533347646519,""y"":36.96624858624578,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":35.589543114120275,""y"":65.99652967821442,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",17.004,"2025-11-06T12:33:20.584539Z"
53,"1","2025-11-06T12:33:40.323827Z",53,"/data/upload/1/aeb4e29a-404_Color.png","[{""x"":67.35616855357802,""y"":18.943922405693815,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":72.39737867401212,""y"":20.164840481736455,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":54.19300879466671,""y"":32.45279015029461,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":47.681445722439314,""y"":40.52660323380237,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":42.01008433695094,""y"":66.67788073355435,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",19.408,"2025-11-06T12:33:40.323864Z"
54,"1","2025-11-06T12:33:56.651431Z",54,"/data/upload/1/ef2d35b6-405_Color.png","[{""x"":62.735059276513404,""y"":67.74126099333341,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":66.72601728852375,""y"":18.707615681298467,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":83.60006783053238,""y"":20.204224935802344,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":46.00104234896128,""y"":28.908189284364372,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":55.383294517546986,""y"":38.754302800837245,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":93.96255530031361,""y"":66.24465173882953,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",15.979,"2025-11-06T12:33:56.651451Z"
55,"1","2025-11-06T12:34:11.170250Z",55,"/data/upload/1/80a52ccf-406_Color.png","[{""x"":76.27630979445728,""y"":14.899138973126764,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":93.84352672802561,""y"":15.923134778839943,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":54.5220877886395,""y"":25.753494513686466,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":64.2614256740893,""y"":35.78865340967563,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":53.06573819829188,""y"":63.8973382765024,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",14.122,"2025-11-06T12:34:11.170269Z"
56,"1","2025-11-06T12:34:33.234238Z",56,"/data/upload/1/f697e8b4-407_Color.png","[{""x"":58.46403403559006,""y"":21.58268082810855,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":73.5876643968924,""y"":21.3463741037132,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":41.16988265021192,""y"":34.38262839952329,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":53.35280710792769,""y"":43.1653616562171,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":45.65095831282002,""y"":67.89879880959695,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",21.701,"2025-11-06T12:34:33.234268Z"
